id,country,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,weight_kilograms,freight_cost_usd,dosage
85699,Nigeria,Air Charter,31-Aug-10,17-Aug-10,ARV,Adult,60,2300,37812.0,16.44,0.27,336,6147.18,300mg
85700,Côte d'Ivoire,Air,23-Aug-10,23-Aug-10,ARV,Adult,30,1500,33750.0,22.5,0.75,See DN-1982 (ID#:82910),See DN-1982 (ID#:82910),600/300mg
85702,Uganda,Air,30-Sep-10,23-Aug-10,ARV,Adult,60,2999,25641.45,8.55,0.14,See DN-1998 (ID#:84589),See DN-1998 (ID#:84589),150/300mg
85704,Zambia,Air,22-Sep-10,1-Sep-10,ARV,Adult,60,112227,959540.85,8.55,0.14,See DN-2003 (ID#:85146),See DN-2003 (ID#:85146),150/300mg
85705,Ethiopia,Air,15-Sep-10,13-Sep-10,ARV,Adult,60,1800,4194.0,2.33,0.04,74,530.36,150mg
85706,Côte d'Ivoire,Air,30-Sep-10,25-Sep-10,ARV,Pediatric,240,116,1577.6,13.6,0.06,See DN-2011 (ID#:82350),See DN-2011 (ID#:82350),20mg/ml
85707,Côte d'Ivoire,Truck,30-Sep-10,25-Sep-10,ARV,Adult,60,2376,7793.28,3.28,0.05,189,8953.21,150/30mg
85708,Mozambique,Truck,15-Oct-10,29-Oct-10,ARV,Adult,60,48551,544742.22,11.22,0.19,15664,11884.42,150/300/200mg
85709,Zimbabwe,Truck,30-Sep-10,4-Oct-10,ARV,Adult,30,5900,25606.0,4.34,0.14,See DN-2019 (ID#:82919),See DN-2019 (ID#:82919),600mg
85710,Haiti,Air,20-Oct-10,21-Oct-10,ARV,Adult,60,14448,20371.68,1.41,0.02,See DN-2021 (ID#:82353),See DN-2021 (ID#:82353),30mg
85711,Nigeria,Air,22-Oct-10,10-Nov-10,ARV,Adult,30,33162,660587.04,19.92,0.66,See DN-2025 (ID#:83460),See DN-2025 (ID#:83460),600/200/300mg
85712,Uganda,Truck,29-Oct-10,15-Oct-10,ARV,Adult,60,30000,336600.0,11.22,0.19,4050,15759.47,150/300/200mg
85713,Zambia,Truck,4-Nov-10,8-Nov-10,ARV,Adult,60,69247,376011.21,5.43,0.09,See DN-2032 (ID#:82921),See DN-2032 (ID#:82921),150/200/30mg
85714,Tanzania,Truck,30-Nov-10,3-Dec-10,ARV,Adult,60,110000,283800.0,2.58,0.04,12543,1979.75,200mg
85715,Côte d'Ivoire,Truck,30-Nov-10,26-Nov-10,ARV,Pediatric,240,412,5603.2,13.6,0.06,See DN-2035 (ID#:82356),See DN-2035 (ID#:82356),20mg/ml
85716,Côte d'Ivoire,Truck,28-Oct-10,23-Nov-10,ARV,Adult,60,5070,80562.3,15.89,0.26,See DN-2033 (ID#:82922),See DN-2033 (ID#:82922),300mg
85717,Côte d'Ivoire,Truck,28-Oct-10,23-Nov-10,ARV,Pediatric,30,1764,3951.36,2.24,0.07,See DN-2033 (ID#:82922),See DN-2033 (ID#:82922),50mg
85718,Côte d'Ivoire,Truck,28-Oct-10,23-Nov-10,ARV,Adult,30,69384,313615.68,4.52,0.15,See DN-2033 (ID#:82922),See DN-2033 (ID#:82922),600mg
85719,Zimbabwe,Truck,30-Nov-10,25-Nov-10,ARV,Adult,60,5900,18880.0,3.2,0.05,See DN-2041 (ID#:83461),See DN-2041 (ID#:83461),150/30mg
85720,Nigeria,Air Charter,16-Nov-10,10-Nov-10,ARV,Adult,60,350,903.0,2.58,0.04,40,20264.93,200mg
85721,Uganda,Air,26-Nov-10,23-Nov-10,ARV,Adult,60,115745,1298658.9,11.22,0.19,15500,83195.98,150/300/200mg
85722,Ethiopia,Air,19-Nov-10,8-Nov-10,ARV,Adult,60,500,3605.0,7.21,0.12,See DN-2050 (ID#:82926),See DN-2050 (ID#:82926),300mg
85723,Zambia,Truck,31-Dec-10,25-Nov-10,ARV,Adult,60,75000,641250.0,8.55,0.14,See DN-2054 (ID#:83465),See DN-2054 (ID#:83465),150/300mg
85724,Côte d'Ivoire,Air,30-Nov-10,9-Dec-10,ARV,Adult,60,1013,1448.59,1.43,0.02,See DN-2064 (ID#:83469),See DN-2064 (ID#:83469),20mg
85725,Côte d'Ivoire,Air,30-Nov-10,9-Dec-10,ARV,Pediatric,240,4200,8190.0,1.95,0.01,See DN-2064 (ID#:83469),See DN-2064 (ID#:83469),10mg/ml
85726,Dominican Republic,Air,31-Jan-11,8-Dec-10,ARV,Adult,60,1207,1689.8,1.4,0.02,See DN-2065 (ID#:82360),See DN-2065 (ID#:82360),30mg
85727,Dominican Republic,Air,31-Jan-11,8-Dec-10,ARV,Adult,30,2615,18383.45,7.03,0.23,See DN-2065 (ID#:82360),See DN-2065 (ID#:82360),300mg
85728,Zambia,Truck,15-Nov-10,10-Dec-10,ARV,Adult,60,10000,26600.0,2.66,0.04,See DN-2072 (ID#:83472),See DN-2072 (ID#:83472),200mg
85729,Haiti,Air,20-Dec-10,5-Jan-11,ARV,Adult,30,400,4700.0,11.75,0.39,See DN-2073 (ID#:82362),See DN-2073 (ID#:82362),200/300mg
85730,Haiti,Air,20-Dec-10,5-Jan-11,ARV,Pediatric,240,8000,14800.0,1.85,0.01,See DN-2073 (ID#:82362),See DN-2073 (ID#:82362),10mg/ml
86254,Ethiopia,Air,4-Jan-10,18-Dec-09,ARV,Adult,60,8000,19520.0,2.44,0.04,425,2978.5,150mg
85731,Nigeria,Air Charter,22-Feb-11,16-Feb-11,ARV,Adult,30,43638,869268.96,19.92,0.66,See DN-2090 (ID#:82366),See DN-2090 (ID#:82366),600/200/300mg
85732,Nigeria,Air Charter,22-Feb-11,16-Feb-11,ARV,Adult,60,100000,1122000.0,11.22,0.19,See DN-2090 (ID#:82366),See DN-2090 (ID#:82366),150/300/200mg
85733,Côte d'Ivoire,Air,22-Feb-11,22-Feb-11,ARV,Adult,60,33998,111513.44,3.28,0.05,7275,8758.36,150/30mg
85734,Côte d'Ivoire,Air,22-Feb-11,22-Feb-11,ARV,Adult,60,63000,206640.0,3.28,0.05,See DN-2095 (ID#:85733),See DN-2095 (ID#:85733),150/30mg
85735,Nigeria,Air Charter,17-Feb-11,16-Feb-11,ARV,Adult,30,3000,19710.0,6.57,0.22,2252,43548,300mg
85736,Tanzania,Air,28-Feb-11,28-Feb-11,ARV,Pediatric,60,625,4825.0,7.72,0.13,See DN-2102 (ID#:85176),See DN-2102 (ID#:85176),100mg
85737,Tanzania,Truck,28-Feb-11,28-Feb-11,ARV,Adult,60,36576,94366.08,2.58,0.04,4145,1647,200mg
85738,Côte d'Ivoire,Air,15-Feb-11,23-Feb-11,ARV,Adult,30,4800,95616.0,19.92,0.66,532,7441.57,600/200/300mg
85739,Haiti,Air,28-Feb-11,14-Feb-11,ARV,Adult,30,1040,9172.8,8.82,0.29,See DN-2113 (ID#:82937),See DN-2113 (ID#:82937),300/300mg
85740,Zambia,Truck,31-Mar-11,7-Mar-11,ARV,Adult,30,307216,1327173.12,4.32,0.14,See DN-2117 (ID#:84061),See DN-2117 (ID#:84061),600mg
85741,Zambia,Truck,31-Mar-11,7-Mar-11,ARV,Adult,30,11729,50669.28,4.32,0.14,See DN-2117 (ID#:84061),See DN-2117 (ID#:84061),600mg
85742,Zimbabwe,Truck,31-Mar-11,17-Mar-11,ARV,Adult,30,6392,27741.28,4.34,0.14,See DN-2127 (ID#:82371),See DN-2127 (ID#:82371),600mg
85743,Zimbabwe,Truck,31-Mar-11,17-Mar-11,ARV,Adult,60,4669,14940.8,3.2,0.05,See DN-2127 (ID#:82371),See DN-2127 (ID#:82371),150/30mg
85744,Zimbabwe,Truck,31-Mar-11,18-Mar-11,ARV,Adult,30,6392,27741.28,4.34,0.14,See DN-2128 (ID#:84624),See DN-2128 (ID#:84624),600mg
85745,Zimbabwe,Truck,31-Mar-11,18-Mar-11,ARV,Adult,30,10114,89205.48,8.82,0.29,See DN-2128 (ID#:84624),See DN-2128 (ID#:84624),300/300mg
85746,Ethiopia,Air,10-Mar-11,11-Mar-11,ARV,Adult,120,2680,96908.8,36.16,0.3,549,3600.65,200/50mg
85747,Uganda,Air,11-Mar-11,22-Mar-11,ARV,Adult,60,10000,72100.0,7.21,0.12,1108,10648.62,300mg
85748,Côte d'Ivoire,Air,31-Mar-11,29-Apr-11,ARV,Pediatric,240,5000,10500.0,2.1,0.01,1841,9447.08,10mg/ml
85750,Côte d'Ivoire,Air,30-Jun-11,7-Jun-11,ARV,Adult,30,5220,103982.4,19.92,0.66,See DN-2161 (ID#:84639),See DN-2161 (ID#:84639),600/200/300mg
85751,Côte d'Ivoire,Air,24-Mar-11,7-Jun-11,ARV,Adult,30,300,5976.0,19.92,0.66,See DN-2158 (ID#:84075),See DN-2158 (ID#:84075),600/200/300mg
85752,Nigeria,Air Charter,21-Jun-11,10-May-11,ARV,Adult,60,129557,325188.07,2.51,0.04,14710,12601.07,200mg
85753,Nigeria,Air Charter,21-Jun-11,11-May-11,ARV,Adult,30,156,1024.92,6.57,0.22,9,12601.07,300mg
85754,Nigeria,Air Charter,31-Mar-11,10-May-11,ARV,Adult,60,154667,1735363.74,11.22,0.19,20339,12601.06,150/300/200mg
85755,Zimbabwe,Truck,20-Apr-11,20-May-11,ARV,Pediatric,60,55000,233750.0,4.25,0.07,5357,3403.99,30/50/60mg
85756,Mozambique,Truck,11-May-11,25-May-11,ARV,Adult,60,45000,384750.0,8.55,0.14,4171,3936.85,150/300mg
85757,Nigeria,Air Charter,21-Jun-11,11-May-11,ARV,Adult,60,137900,1139054.0,8.26,0.14,12766,12601.07,150/300mg
85758,Zambia,Truck,30-Apr-11,20-May-11,ARV,Adult,60,84,210.84,2.51,0.04,6,3402.23,200mg
85759,Zambia,Truck,14-Apr-11,10-Jun-11,ARV,Adult,30,170858,721020.76,4.22,0.14,See DN-2196 (ID#:84086),See DN-2196 (ID#:84086),600mg
85760,Mozambique,Truck,30-Jun-11,13-Jul-11,ARV,Adult,60,2268,5284.44,2.33,0.04,109,1148.65,150mg
85761,Uganda,Air,15-Jun-11,31-May-11,ARV,Pediatric,240,20000,39000.0,1.95,0.01,7464,4605.44,10mg/ml
85762,Nigeria,Air Charter,21-Jun-11,6-Jul-11,ARV,Adult,60,22623,56783.73,2.51,0.04,2809,13398.06,200mg
85763,Côte d'Ivoire,Air,16-May-11,20-Jun-11,ARV,Pediatric,240,3500,6825.0,1.95,0.01,1313,5597.54,10mg/ml
85764,Haiti,Air,16-May-11,20-Jun-11,ARV,Pediatric,240,4000,7800.0,1.95,0.01,1496,14897.04,10mg/ml
85765,Guyana,Air,27-Oct-11,15-Jun-11,ARV,Pediatric,240,178,2438.6,13.7,0.06,See DN-2231 (ID#:82385),See DN-2231 (ID#:82385),20mg/ml
85766,Guyana,Air,27-Oct-11,15-Jun-11,ARV,Pediatric,240,375,693.75,1.85,0.01,See DN-2231 (ID#:82385),See DN-2231 (ID#:82385),10mg/ml
85767,Zambia,Truck,15-Jul-11,11-Jul-11,ARV,Adult,60,21621,50376.93,2.33,0.04,See DN-2254 (ID#:83508),See DN-2254 (ID#:83508),150mg
85810,Côte d'Ivoire,Truck,6-Feb-12,6-Feb-12,ARV,Pediatric,30,2772,6209.28,2.24,0.07,See DN-2459 (ID#:82424),See DN-2459 (ID#:82424),50mg
85768,Mozambique,Truck,10-Aug-11,4-Aug-11,ARV,Pediatric,240,24496,44092.8,1.8,0.01,See DN-2242 (ID#:84654),See DN-2242 (ID#:84654),10mg/ml
85769,Côte d'Ivoire,Air,30-Jun-11,26-Jun-11,ARV,Adult,60,207,273.24,1.32,0.02,12,2503.34,15mg
85770,Benin,Air,4-Jul-11,30-Jun-11,ARV,Adult,60,15000,123900.0,8.26,0.14,1440,6477.67,150/300mg
85771,Ghana,Air,4-Jul-11,20-Jul-11,ARV,Adult,60,25509,64027.59,2.51,0.04,2216,226.25,200mg
85772,Haiti,Air,19-Jul-11,28-Jun-11,ARV,Adult,60,7830,10962.0,1.4,0.02,See DN-2263 (ID#:82959),See DN-2263 (ID#:82959),30mg
85773,Haiti,Air,19-Jul-11,28-Jun-11,ARV,Pediatric,100,1500,7140.0,4.76,0.05,See DN-2263 (ID#:82959),See DN-2263 (ID#:82959),100mg
85774,Haiti,Air,19-Jul-11,21-Jul-11,ARV,Adult,60,20642,176489.1,8.55,0.14,1778,28585.57,150/300mg
85775,Zambia,Truck,18-Aug-11,5-Aug-11,ARV,Adult,60,26000,187460.0,7.21,0.12,1405,3949.19,300mg
85776,Mozambique,Truck,17-Nov-11,17-Nov-11,ARV,Adult,60,81270,451861.2,5.56,0.09,8491,10605.03,150/200/30mg
85777,Côte d'Ivoire,Air,22-Jul-11,22-Jul-11,ARV,Pediatric,240,600,1170.0,1.95,0.01,224,3545.1,10mg/ml
85778,Côte d'Ivoire,Air,27-Sep-11,12-Sep-11,ARV,Adult,30,4269,44995.26,10.54,0.35,See DN-2304 (ID#:82395),See DN-2304 (ID#:82395),200/300mg
85779,Zimbabwe,Truck,6-Sep-11,5-Sep-11,ARV,Adult,30,6392,27741.28,4.34,0.14,539,1709.78,600mg
85780,Uganda,Truck,22-Sep-11,26-Aug-11,ARV,Adult,60,1946,4534.18,2.33,0.04,195,2070.68,150mg
85781,Tanzania,Air,30-Sep-11,30-Aug-11,ARV,Adult,30,4279,28113.03,6.57,0.22,259,1553.64,300mg
85782,Uganda,Truck,5-Aug-11,24-Aug-11,ARV,Adult,60,32000,264320.0,8.26,0.14,3026,14406.99,150/300mg
85783,Mozambique,Truck,30-Sep-11,15-Sep-11,ARV,Adult,60,3357,7821.81,2.33,0.04,181,315.51,150mg
85784,Zambia,Truck,29-Sep-11,29-Aug-11,ARV,Adult,60,20927,52526.77,2.51,0.04,See DN-2322 (ID#:82973),See DN-2322 (ID#:82973),200mg
85786,Mozambique,Truck,20-Sep-11,30-Sep-11,ARV,Adult,60,538,753.2,1.4,0.02,43,888.93,30mg
85787,Zambia,Truck,21-Sep-11,26-Sep-11,ARV,Adult,60,1917,13821.57,7.21,0.12,2629,3139.96,300mg
85788,Zambia,Truck,21-Sep-11,26-Sep-11,ARV,Adult,60,44163,318415.23,7.21,0.12,See DN-2341 (ID#:85787),See DN-2341 (ID#:85787),300mg
85789,Uganda,Truck,30-Sep-11,26-Sep-11,ARV,Adult,30,5000,41150.0,8.23,0.27,607,4911.39,300/300mg
85790,Zambia,Truck,31-Oct-11,26-Sep-11,ARV,Adult,30,49142,212293.44,4.32,0.14,See DN-2357 (ID#:84112),See DN-2357 (ID#:84112),600mg
85791,Guyana,Air,15-Dec-11,28-Sep-11,ARV,Pediatric,90,106,940.22,8.87,0.1,See DN-2361 (ID#:84673),See DN-2361 (ID#:84673),200mg
85792,Zimbabwe,Truck,21-Oct-11,21-Oct-11,ARV,Pediatric,60,4980,16185.0,3.25,0.05,See DN-2362 (ID#:83533),See DN-2362 (ID#:83533),30/60mg
85795,Tanzania,Air,30-Sep-11,23-Sep-11,ARV,Adult,30,6840,136252.8,19.92,0.66,778,Freight Included in Commodity Cost,600/200/300mg
85796,Guyana,Air,15-Dec-11,5-Oct-11,ARV,Adult,60,696,1621.68,2.33,0.04,33,1002.59,150mg
85797,Nigeria,Air Charter,5-Dec-11,17-Oct-11,ARV,Adult,30,17038,152830.86,8.97,0.3,1722,21326.73,200/300mg
85798,Nigeria,Air Charter,2-Mar-12,14-Oct-11,ARV,Adult,60,88433,730456.58,8.26,0.14,8935,21326.73,150/300mg
85799,Côte d'Ivoire,Truck,11-Nov-11,31-Oct-11,ARV,Adult,30,2790,62775.0,22.5,0.75,See DN-2405 (ID#:84118),See DN-2405 (ID#:84118),600/300mg
85800,Haiti,Air,31-Oct-11,8-Nov-11,ARV,Pediatric,240,2848,5553.6,1.95,0.01,1066,10794.84,10mg/ml
85801,Zimbabwe,Truck,30-Nov-11,21-Nov-11,ARV,Pediatric,240,592,8051.2,13.6,0.06,195,221.96,20mg/ml
85802,Zimbabwe,Truck,14-Nov-11,21-Nov-11,ARV,Adult,60,4593,13549.35,2.95,0.05,See DN-2410 (ID#:84678),See DN-2410 (ID#:84678),150/30mg
85803,Côte d'Ivoire,Truck,9-Dec-11,19-Nov-11,ARV,Adult,30,14480,129885.6,8.97,0.3,See DN-2420 (ID#:82989),See DN-2420 (ID#:82989),200/300mg
85804,Zambia,Truck,24-Jan-12,28-Nov-11,ARV,Adult,30,230000,970600.0,4.22,0.14,18968,22168.18,600mg
85805,Zambia,Truck,28-Feb-12,28-Nov-11,ARV,Adult,60,2548,38321.92,15.04,0.25,257,361.73,300mg
85806,Zimbabwe,Truck,7-Dec-11,9-Dec-11,ARV,Adult,30,6392,26335.04,4.12,0.14,See DN-2441 (ID#:82993),See DN-2441 (ID#:82993),600mg
85807,Zimbabwe,Truck,14-Dec-11,9-Dec-11,ARV,Adult,60,18534,130108.68,7.02,0.12,1013,5216.63,300mg
85808,Nigeria,Air Charter,2-Mar-12,18-Dec-11,ARV,Adult,30,10944,46183.68,4.22,0.14,726,15322.73,600mg
85809,Zambia,Truck,10-Jan-12,20-Jan-12,ARV,Pediatric,240,8000,15600.0,1.95,0.01,3088,6476.69,10mg/ml
85812,Mozambique,Truck,29-Feb-12,22-Feb-12,ARV,Adult,60,250000,2805000.0,11.22,0.19,32538,20179.39,150/300/200mg
85813,"Congo, DRC",Air,16-Mar-12,14-Feb-12,ARV,Adult,30,4,16.48,4.12,0.14,See DN-2492 (ID#:82999),See DN-2492 (ID#:82999),600mg
85814,"Congo, DRC",Air,16-Mar-12,14-Feb-12,ARV,Adult,60,174,1914.0,11.0,0.18,See DN-2493 (ID#:82432),See DN-2493 (ID#:82432),150/300/200mg
85815,"Congo, DRC",Air,16-Mar-12,14-Feb-12,ARV,Adult,120,23,776.02,33.74,0.28,See DN-2493 (ID#:82432),See DN-2493 (ID#:82432),200/50mg
85816,"Congo, DRC",Air,16-Mar-12,14-Feb-12,ARV,Adult,60,67,553.42,8.26,0.14,See DN-2494 (ID#:82433),See DN-2494 (ID#:82433),150/300mg
85817,"Congo, DRC",Air,16-Mar-12,14-Feb-12,ARV,Adult,60,41,338.66,8.26,0.14,See DN-2497 (ID#:82435),See DN-2497 (ID#:82435),150/300mg
85819,Guyana,Air,30-Mar-12,4-Feb-12,ARV,Pediatric,240,140,259.0,1.85,0.01,See DN-2503 (ID#:83007),See DN-2503 (ID#:83007),10mg/ml
85820,"Congo, DRC",Air,16-Mar-12,11-Apr-12,ARV,Adult,30,15,91.2,6.08,0.2,See DN-2507 (ID#:82440),See DN-2507 (ID#:82440),300/300mg
85821,"Congo, DRC",Air,16-Mar-12,14-Mar-12,ARV,Adult,60,187,1312.74,7.02,0.12,125,1554.64,300mg
85822,"Congo, DRC",Air,16-Mar-12,14-Mar-12,ARV,Adult,60,2197,15422.94,7.02,0.12,See DN-2512 (ID#:82443),See DN-2512 (ID#:82443),300mg
85999,Nigeria,Air Charter,20-Sep-13,12-Sep-13,ARV,Adult,30,8917,29693.61,3.33,0.11,857,34218.36,600mg
85823,Zimbabwe,Truck,29-Feb-12,16-Feb-12,ARV,Adult,30,10114,61493.12,6.08,0.2,See DN-2519 (ID#:84141),See DN-2519 (ID#:84141),300/300mg
85824,"Congo, DRC",Air,22-Mar-12,22-Mar-12,ARV,Adult,60,220,512.6,2.33,0.04,12,91.43,150mg
85825,Côte d'Ivoire,Truck,29-Feb-12,8-Feb-12,ARV,Pediatric,30,650,7150.0,11.0,0.37,61,1572.97,200mg
85826,Zambia,Truck,27-Apr-12,17-Feb-12,ARV,Adult,30,113614,468089.68,4.12,0.14,See DN-2532 (ID#:82448),See DN-2532 (ID#:82448),600mg
85827,Haiti,Air,2-Mar-12,12-Mar-12,ARV,Pediatric,30,1680,3763.2,2.24,0.07,See DN-2535 (ID#:83011),See DN-2535 (ID#:83011),50mg
85828,Tanzania,Truck,30-Mar-12,12-Mar-12,ARV,Pediatric,240,32554,63480.3,1.95,0.01,Weight Captured Separately,Invoiced Separately,10mg/ml
85829,Côte d'Ivoire,Air,19-Mar-12,24-Feb-12,ARV,Adult,30,12446,51277.52,4.12,0.14,See DN-2552 (ID#:85237),See DN-2552 (ID#:85237),600mg
85968,Nigeria,Air Charter,21-May-13,3-May-13,ARV,Adult,60,95000,214700.0,2.26,0.04,6528,14547.55,200mg
85830,Côte d'Ivoire,Truck,30-Mar-12,24-Feb-12,ARV,Adult,30,1260,28350.0,22.5,0.75,122,1131.63,600/300mg
85831,Côte d'Ivoire,Truck,30-Mar-12,24-Feb-12,ARV,Adult,30,7140,119452.2,16.73,0.56,779,4646.14,600/200/300mg
85832,Nigeria,Air Charter,2-Mar-12,16-Feb-12,ARV,Adult,60,51355,125819.75,2.45,0.04,6436,25231.96,200mg
85833,Nigeria,Air Charter,16-Mar-12,16-Feb-12,ARV,Adult,60,240976,2703750.72,11.22,0.19,30789,25231.96,150/300/200mg
85834,Nigeria,Air Charter,20-Jun-12,16-Feb-12,ARV,Adult,60,7736,18024.88,2.33,0.04,See DN-2567 (ID#:85241),See DN-2567 (ID#:85241),150mg
85835,Uganda,Truck,30-Mar-12,27-Feb-12,ARV,Adult,60,4398,30873.96,7.02,0.12,224,1933.3,300mg
85836,Zambia,Truck,8-May-12,16-Mar-12,ARV,Adult,30,61060,251567.2,4.12,0.14,3718,19949.86,600mg
85837,Uganda,Truck,30-Mar-12,9-Mar-12,ARV,Adult,30,5785,35172.8,6.08,0.2,460,3571.6,300/300mg
85838,South Sudan,Air,21-Mar-12,8-Mar-12,ARV,Pediatric,240,6000,11700.0,1.95,0.01,See DN-2581 (ID#:82457),See DN-2581 (ID#:82457),10mg/ml
85839,Tanzania,Truck,30-Apr-12,11-Apr-12,ARV,Pediatric,60,34054,101821.46,2.99,0.05,1309,3279.25,30/60mg
85840,Zambia,Truck,8-May-12,27-Feb-12,ARV,Adult,30,99714,410821.68,4.12,0.14,6005,5447.21,600mg
85841,Rwanda,Air,12-Mar-12,28-Feb-12,ARV,Pediatric,90,2520,21772.8,8.64,0.1,318,2716.08,200mg
85843,Tanzania,Truck,8-May-12,11-Apr-12,ARV,Pediatric,60,5603,23812.75,4.25,0.07,316,3279.25,30/50/60mg
85844,Burundi,Air,26-Apr-12,4-May-12,ARV,Pediatric,240,170,331.5,1.95,0.01,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),10mg/ml
85845,Burundi,Air,26-Apr-12,4-May-12,ARV,Adult,60,10000,110000.0,11.0,0.18,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),150/300/200mg
85846,Tanzania,Truck,4-May-12,11-Apr-12,ARV,Adult,60,137759,967068.18,7.02,0.12,See DN-2598 (ID#:82465),See DN-2598 (ID#:82465),300mg
85847,Uganda,Air,3-May-12,27-Mar-12,ARV,Adult,30,12959,78790.72,6.08,0.2,See DN-2603 (ID#:83023),See DN-2603 (ID#:83023),300/300mg
85848,Zimbabwe,Truck,13-Apr-12,10-Apr-12,ARV,Adult,60,69037,173282.87,2.51,0.04,See DN-2605 (ID#:82467),See DN-2605 (ID#:82467),200mg
86136,Tanzania,Truck,3-Nov-14,17-Oct-14,ARV,Adult,60,24876,285078.96,11.46,0.19,2345,2456.74,300mg
85849,Uganda,Truck,16-May-12,27-Mar-12,ARV,Adult,30,22872,139061.76,6.08,0.2,See DN-2607 (ID#:83580),See DN-2607 (ID#:83580),300/300mg
85850,Zambia,Truck,15-May-12,16-Apr-12,ARV,Adult,30,150000,2509500.0,16.73,0.56,17001,8510.81,600/200/300mg
85851,Zambia,Truck,27-Apr-12,16-Apr-12,ARV,Adult,60,15000,219450.0,14.63,0.24,1485,8510.82,300mg
85852,Côte d'Ivoire,Truck,27-Apr-12,19-Apr-12,ARV,Adult,60,5,41.3,8.26,0.14,See DN-2612 (ID#:84157),See DN-2612 (ID#:84157),150/300mg
85853,Zambia,Truck,15-May-12,30-Apr-12,ARV,Adult,60,887,7096.0,8.0,0.13,See DN-2624 (ID#:83584),See DN-2624 (ID#:83584),150/300mg
85854,Dominican Republic,Air,21-May-12,4-May-12,ARV,Adult,30,6263,34697.02,5.54,0.18,See DN-2638 (ID#:85257),See DN-2638 (ID#:85257),300/300mg
85855,Nigeria,Air Charter,4-Jul-12,30-Apr-12,ARV,Adult,60,87499,213497.56,2.44,0.04,9645,27441.22,200mg
85856,Uganda,Truck,3-Jul-12,18-May-12,ARV,Adult,60,3275,33699.75,10.29,0.17,See DN-2643 (ID#:82471),See DN-2643 (ID#:82471),150/300/200mg
85857,Uganda,Truck,29-Jun-12,22-May-12,ARV,Adult,120,917,28261.94,30.82,0.26,See DN-2654 (ID#:82473),See DN-2654 (ID#:82473),200/50mg
85859,Mozambique,Truck,3-Jul-12,28-Jun-12,ARV,Adult,60,33156,257953.68,7.78,0.13,See DN-2663 (ID#:82478),See DN-2663 (ID#:82478),150/300mg
85861,"Congo, DRC",Air,3-Sep-12,3-Sep-12,ARV,Adult,30,200,824.0,4.12,0.14,See DN-2678 (ID#:83040),See DN-2678 (ID#:83040),600mg
85862,Nigeria,Air Charter,4-Jul-12,3-Jun-12,ARV,Adult,60,3479,35798.91,10.29,0.17,See DN-2684 (ID#:82479),See DN-2684 (ID#:82479),150/300/200mg
85863,Nigeria,Air Charter,20-Jun-12,3-Jun-12,ARV,Adult,30,20000,282000.0,14.1,0.47,2334,17090,600/300/300mg
85864,Nigeria,Air Charter,2-Aug-12,3-Jun-12,ARV,Pediatric,90,2067,17858.88,8.64,0.1,307,17090,200mg
85865,Zambia,Air,2-Jul-12,7-Jun-12,HRDT,HIV test,100,5996,479680.0,80.0,0.8,1363,22171.8,
85866,"Congo, DRC",Air,11-Sep-12,11-Sep-12,ARV,Adult,60,900,2097.0,2.33,0.04,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),150mg
85867,"Congo, DRC",Air,11-Sep-12,11-Sep-12,ARV,Adult,30,120,660.0,5.5,0.18,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),300mg
85868,"Congo, DRC",Air,11-Sep-12,11-Sep-12,ARV,Adult,60,1300,8853.0,6.81,0.11,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),300mg
85869,Zimbabwe,Truck,16-Oct-12,27-Jun-12,ARV,Adult,60,2699,7962.05,2.95,0.05,See DN-2694 (ID#:82483),See DN-2694 (ID#:82483),150/30mg
85870,Nigeria,Air Charter,20-Jun-12,3-Jun-12,ARV,Adult,60,22100,51493.0,2.33,0.04,See DN-2706 (ID#:85272),See DN-2706 (ID#:85272),150mg
85871,Mozambique,Truck,7-Aug-12,24-Jul-12,ARV,Pediatric,240,1600,3360.0,2.1,0.01,See DN-2717 (ID#:83598),See DN-2717 (ID#:83598),10mg/ml
85872,Tanzania,Truck,1-Aug-12,25-Jul-12,ARV,Adult,30,10000,55000.0,5.5,0.18,See DN-2718 (ID#:84176),See DN-2718 (ID#:84176),300mg
85873,Tanzania,Truck,15-Aug-12,25-Jul-12,ARV,Pediatric,240,29504,57532.8,1.95,0.01,10913,3853.89,10mg/ml
85874,Nigeria,Air Charter,2-Aug-12,9-Jul-12,ARV,Adult,60,180000,1765800.0,9.81,0.16,23096,21347.13,150/300/200mg
85875,Mozambique,Truck,4-Sep-12,22-Aug-12,ARV,Adult,60,43020,302000.4,7.02,0.12,22479,6483.81,300mg
85876,Uganda,Truck,5-Sep-12,30-Jul-12,ARV,Adult,60,4879,47862.99,9.81,0.16,637,5081.05,150/300/200mg
85877,Zimbabwe,Truck,16-Oct-12,23-Jul-12,ARV,Adult,30,17422,66377.82,3.81,0.13,See DN-2741 (ID#:84180),See DN-2741 (ID#:84180),600mg
85878,Côte d'Ivoire,Air,31-Jul-12,31-Jul-12,ARV,Adult,60,45000,347400.0,7.72,0.13,4050,11592.26,150/300mg
